Service,Title,Date,Score,Body
Hardwick,They can usually fit me in,2/3/2022,3,The surgery phoned me on this occasion for my appointment. I find they can usually fit me in when I need to see someone. The staff attitude is good.
Hardwick,They have improved of late,4/10/2015,3,They have improved of late.
Hardwick,They make sure I understand everything,3/2/2017,5,I see the same doctor and go to appointments with my support worker.  The doctors talk to me and my support worker to make sure I understand everything
Hardwick,They will always find a Dr for you to see.,8/12/2017,5,They will always find a doctor for you to see at one of the surgeries. Very good.
Hardwick,Thorough and patient,11/17/2020,5,Doctor saw my elderly mother urgently. Very kind and patient with her. Thorough investigations organised urgently
Hardwick,Unable to book an appointment,12/13/2022,1,"I tried ringing the surgery at 8 am, but by then the surgery telephones would not even let you queue.  Kept calling back to eventually hear an automated voice saying I was number 60 in the queue! I tried to book using the online form but this does not appear to be available on the Hardwicke site.  I guess I will just have to join in again tomorrow morning.  I am reasonably confident, but all I can think is what about the more vulnerable people who use the service?"
Hardwick,Unable to book appointment for a child,6/9/2021,1,"I contacted the surgery at 9:30am and after waiting 10 minutes on the phone I was advised that I would have to phone back the following day at 8am to book an appointment for my son, as there were no appointments available for today."
Hardwick,Understanding,11/12/2015,5,The doctor was understanding and the waiting room was quiet.
Hardwick,Very busy surgery,12/19/2018,3,"When you call you are asked to call back the next day or even the next, if you don't get one the next day. You can only book urgent appointments 'on the day' which is difficult considering how busy they are. When you can get in they are normally very good, I do feel that one of the doctors doesn't listen very well though."
Hardwick,Very efficient,8/25/2019,4,Always very efficient. I am deaf and the staff are very helpful with this.
Hardwick,Very good,2/28/2023,5,I can only say how good they have been at this surgery to both myself and my husband. My husband had bowel cancer and the GP sent him to Addenbrokes for further treatment.
Hardwick,Very good,6/11/2015,5,The doctor understood my husband's condition and very kindly saw us early to ensure he did not become anxious.  We arrived a little early and went in early.  This was very good treatment and we were very impressed.
Hardwick,Very good,9/10/2015,5,Very helpful and informative.
Hardwick,Very good,8/27/2015,5,I very rarely visit the doctor but when I do everything is great
Hardwick,Very good all through my recovery.,2/21/2017,5,The GPs always come out to me when I need them and they have been very good all through my recovery
Hardwick,Very happy,11/24/2021,5,"Econsult for me works really well and I've been contacted within the time frames stated, which has resulted in appropriate care and treatment. I did recently try to get through to the dispensary but the phone for some reason kept going back to reception so that was a bit difficult but may be there was a fault or they were busy.  The staff are very patient and helpful."
Hardwick,Very happy,8/25/2019,5,"Very happy with this surgery, no issues. I find them to be accommodating with appointment. Staff are friendly and try their best. Wish the car park was bigger."
Hardwick,Very helpful,8/25/2019,5,Staff very helpful with appointments to see nurse.
Hardwick,Very helpful staff,11/24/2021,5,"Never had any issues, normally I call for an appointment and haven't had to wait too long either. Staff are very helpful and the clinical staff are good at explaining things."
Hardwick,Very nice,8/25/2019,4,Very nice receptionists.
Hardwick,Very obliging,11/24/2021,5,"I generally call to get appointments and the surgery are very obliging when trying to arrange them. The staff are very nice and I have no problems at the surgery at all, it all works well for me."
Hardwick,Very professional and caring,11/15/2019,5,Have always managed to speak to a doctor who will arrange an appointment for the same day. Very professional and caring. Everybody goes the extra mile to solve the health issue.
Hardwick,Very time driven and unpleasant experience,8/16/2017,1,"Many of the GP's I have met there are in a hurry, judgemental, unprepared and do not seem interested in how I feel, nor do they want to listen to what I have to say. Their main concern seems to be with the computer and how much time they have. Very dystopian and uncaring attitudes."
Hardwick,waits can be quite long,12/8/2016,4,The wait for our last appointment was quite long which can be difficult for my wife who has dementia. To see the same doctor we do have to visit the Clare surgery on occasions .
Hardwick,Way too long a wait,8/25/2019,4,"Waiting for follow up appointments for baby 2-3 weeks. Way too long. Do not like care navigator system, giving the wrong information is a real concern for me."
Hardwick,We are lucky,8/8/2022,4,"Generally we are very lucky with the surgery as we can get in when needed. E consult is handy to have for appointments but depending on the situation it can be easier to call the surgery, however, the phones and calling the surgery at 8am is the only real issue due to the time it can take."
Hardwick,Wonderful,8/25/2019,5,"Recently moved, find service to be wonderful."
Hardwick,Wonderful doctor,8/12/2022,4,Feel very supported by my GP especially around my anxiety. I speak regularly every three weeks and then see them once a month. Appointments are flexible and they try to arrange them when other things are happening for me which is great.
Hardwick,Working well,8/20/2021,4,The system in place to get appointments is working well and allows me to get appointments when I need them. Staff are generally friendly but I do worry about the closure of the Great Cornard branch with the proposed development of the new health centre.
Hardwick,Works quite well,11/19/2021,4,Generally works quite well but I have used the econsult system after calling the surgery and being told to do one. Unfortunately I was then told by the system that I should speak to my doctor . The system obviously thought I needed to be seen due to the answers I was giving and therefore wouldn't allow me to complete the submission. I then called the surgery but they were unable to help  as there were no appointments available so I was advised to call back in the morning. In the end after calling to try and get an appointment it has taken 2 weeks to be seen face to face and get things sorted.
Hardwick,Works well,8/8/2022,5,I started calling at 8am this morning but was cut off a few times before I joined the queue. I got through in the end and was given an appointment so it has all worked well today. The staff are lovely too.
Hardwick,Works well,11/24/2021,4,"I generally find that the surgery works very well for me, I suppose that they could be a bit quicker to see people at times."
Hardwick,Works well,11/24/2021,4,Getting through on the phone can be difficult but the wait isn't too long. I've had phone consultations which have worked well and I've not needed to see someone face to face. Staff are all friendly and explain things very well.
Hardwick,You have to wait to get an appointment,8/9/2016,1,Disappointed they won't let L & D nurse in practice.  Also waiting times to get an appointment
Haven,A very efficient surgery.,7/16/2015,4,A very efficient surgery.
Haven,A veteran here!,9/13/2018,5,"I find the surgery excellent, and have done, all the years I have been a patient here. I am a veteran, and I appreciate how respectful they are to me as a much older person. They talk clearly, as I have hearing trouble."
Haven,Always helpful.,2/10/2020,5,Never had a bad experience always willing to help.
Haven,Always polite here,9/13/2018,5,"They are always very polite here.  My dedicated Doctor is very good, listens well and treats me holistically.  Other GP's, not so much.  I have had referrals to the Pain Clinic and Neurology which has helped immensely with the mental side of things."
Haven,Amazing friendly and helpful staff,8/23/2020,5,as a patient with complex medical needs im a regular i have 100% trust in all the staff they are all so caring and do their upmost to support me in everyday possible i can not thank them enough
Haven,Amazing staff always happy to help,4/23/2020,5,I have complex medical needs and haven health are incredible i can not recommend the place highly enough
Haven,Appointment choice good,9/13/2018,5,Really cannot fault the surgery. In my limited experience they treat you well. I get an appointment when needed. You get the choice to book ahead or on the day which works well.
Haven,Appointments available,8/23/2018,4,"Generally don't go very often, but when I do I can get appointments as and when the children need to be seen."
Haven,AskMyGP - Great!,9/9/2022,5,"Find the surgery excellent and have managed to use AskMyGP. I found it easy to use and register on. Today is my first time using it and I got an appointment today, so cannot say anything but positive things about the service on that basis. I used to use the telephone which takes longer to get through on, so I will definitely try it again."
Haven,AskMyGP is great,9/9/2022,5,"Since the launch of AskMyGP I have been able to get better access to what I need. I have found it very responsive and as it is easy to use it really makes sense to me to use it. I have an appointment today on the day that I put it in, but other submissions have led to phone calls and some just to information, which has all been appropriate each time."
Haven,Been  with Haven Health a long time,8/20/2020,5,I have never had any reason to think about leaving always been very helpful  and cheerful  thank you
Haven,Best doctors,10/11/2020,5,I received excellent care following a stroke and the support and care shown to my husband and family from diagnosis to his passing and since has been amazing
Haven,Blood test on site is convenient,9/13/2018,4,In general good things are that you get an appointment when you need one and can book in advance too.  Blood tests on site is very convenient.  My only wish would be to see the same GP as I have a heart condition. I had a quadruple bypass last year and if I end up seeing a locum you have to re-tell them everything.
Haven,Brilliant service,6/15/2022,5,I cannot speak highly enough about the excellent service I receive from this surgery. Thank you to everyone involved.
Haven,Brilliant so far,9/9/2022,5,New to the surgery and it has been brilliant. We have had 6 appointments by using AskMyGP. Really like the system as you can do it when convenient to you and we have always had a response the same day.
Haven,Call back non existent,3/10/2020,1,Wanting a prescription renewed cannot get through on the phone haven health is worse than my old surgery
Haven,Cannot fault service,8/11/2021,5,"I cannot fault this service.  Moved in to the area and to this surgery a few weeks back. They noted that at my previous surgery I was due to have an appointment linked to my health condition and said to me that they could sort that out really quickly, which they did, and I was in within a few days. I really cannot fault them."
Haven,"Cant get appointments with gp, dont bother",9/20/2021,1,"Get calls from nurse (name removed) when u need to speak with doctor as them have more scope to deal with complex problems  , having nurse (name removed) call today was waste of time as he was duty gp, he not qualified at that level, useless"
Haven,"Changed to this practice,best move ever made",1/21/2021,5,I was fed up at my previous practice with being unable to arrange an appointment unless the doctor thought it ‘absolutely necessary’.  Find this practice much easier and friendly.  Highly recommend them.
Haven,Chasing up my prescription,12/8/2020,5,"Reception call handling was amazing.  I am giving up smoking. My tablets run out on Friday. I phoned yesterday spoke to someone else who told me my repeat wasn't there,didn't bother trying to find out as Onelife Suffolk had actually requested it on 5th August. Onelife told me to call today. Thank goodness they were on the phone, they made me feel supported, bothered about and after calling back a couple if times they made sure I had my repeat by Friday. They understood my need as a smoker to keep going with the strides I have made in quitting over past 11 days and how important it was for me  to achieve my goal to quit. Yesterday experience left me cold. Thank you so much,your kindness lifted my spirits."
Haven,Choice is good,2/25/2019,4,I appreciate the option of 'on the day' and 'advanced' appointments.  Advanced ones though are much further in the future than you'd like.  You feel like having to ask for an 'on the day' one as they are so far away
Haven,Community Midwife access good here,8/11/2018,4,"The reception team can be rude, depends who you get.  But I get an appointment when I need one.
Whilst pregnant I was able to see my community midwife here which is very convenient.  I did find seeing 4 different midwives difficult as you felt that no one really knew me."
Haven,Complicated letter explained,9/13/2018,3,"After major surgery in Ipswich hospital, a letter was written to me from the hospital and it was in language that I did not understand (very technical terms). I could not tell if I was fully clear of problems or not. The surgery GP met with me and explained it all. There are in fact a couple of issues and I am now on medication relating to those."
Haven,Computer system,9/13/2018,4,"I prefer the older computer system. There has been some issues with things and we have had support over the telephone. We cannot order prescriptions as far in advance as we used to. This can be annoying as you may not be free to do the order when it is specifically needed, and you can forget, which then causes delays in getting the medication."
Haven,Confidentiality is an issue at front desk,9/13/2018,4,"Sitting in the waiting room, you can hear the calls coming in and today I clearly heard them trying to find a patient on the system. They said their name and Date of Birth out loud. They had got the year wrong, which was why they could not find them on the system. Perhaps calls should be answered out the back.When people walk in, they should ask them to write it down."
Haven,Didn't see who I thought,2/25/2019,4,"Seen not necessarily by who I think or prefer to see.  Staff I feel could explain a bit better as their responses to what you are asking when you call up can be a bit sharp, rather than being conversational. Just feels defensive."
Haven,Difficult to fault it,9/13/2018,5,"Really cannot fault the surgery. I have not been here long, but they treat you well. I get an appointment when I have needed one. I have booked ahead when it was not urgent, but also when it was, I got an appointment on the day I had called."
Haven,Easier to get appointment,9/13/2018,5,"I have moved nearer this surgery, so recently changed from The Grove, where getting an appointment was quite difficult. My experience here so far is excellent (only used it twice)."
Haven,Excellent,1/11/2019,4,"Been under surgery for an number of years and it was excellent but feel it has not continued in the same standard recently . GPs are more difficult to get due to a shortage. I find it good here though, that they are a ""training practice""."
Haven,Excellent,9/14/2017,5,"Everything is excellent here. I can get an appointment easily and the staff are very kind. I get to see the same GP most of the time, and nurses when that is more appropriate."
Haven,Excellent,7/9/2017,5,"I generally see the same GP and know that is quite fortunate.  This is mainly because my appointments are booked in advance. I would not expect the same if I rang on the day, but I understand that"
Haven,Excellent,7/9/2017,5,I rang today and have been able to get an appointment straight away.  I do not have any faults to mention about the surgery
Haven,excellent,12/4/2016,5,Always very kind
Haven,Excellent - got an appointment straight away,7/9/2017,5,Called on the day today and was able to to get in straight away to see a GP
Haven,Excellent and can always get an appointment on the day,10/4/2017,5,I always get an appointment on the day
Haven,Excellent but appointments always run late,10/4/2017,5,"Good surgery,but appointments never run on time. Today we were early and so I'm sitting with a child for more than 30 minutes,which is difficult to manage."
Haven,Excellent but appointments don't run on time.,10/4/2017,5,Generally good service.  Just find appointments do not run on time
Haven,Excellent but appointments never on time.,10/4/2017,5,"Appointments never run on time,but I always get one when I need it.  Can be hard if I am working that day"
Haven,Excellent ongoing care for child,4/2/2020,5,"Were excellent with my child for a good couple of years who had need to come regularly with a 'life-long' condition in need 'on & off' to go into hospital.  They saved his life really, with good quick thinking we accessed the service quickly, starting all of course with quick access to the surgery and getting linked up to the appropriate services at the hospital"
Haven,Excellent practice. Staff very helpful,7/14/2016,5,"All staff engaged in a professional,caring and helpful manner.So pleased we transferred to this practice"
Haven,Excellent service,12/14/2021,5,Transferred from Cambridgeshire to this surgery with a few health issues. Was seen almost immediately and reassured and dealt with. I have recieved phone calls checking my medication progress. I have every confidence in the GP and nurse practioner. Would highly recommend
Haven,Extra support given when needed,10/5/2016,5,A couple with a learning difficulty means they need a little extra support on some occasions. They are always very good. The man had to have an extra tablet and it was very well explained why this was needed.
Haven,Fair,7/9/2017,3,My surgery for some time now.  Most surgeries are in the same boat.  Patients' expectations need to be lowered now to fit into what can actuallybe delivered.  It is not the same anymore
Haven,fair,12/4/2016,3,Takes ages to get an appointment
Haven,Fair. Don't always see the same GP.,7/9/2017,3,Nurses are more prompt than GPs.  Don't always see my own GP even when booking in advance.  It would be a month.  So seeing someone different today but feel I will need to explain everything again as he won't be familiar with full condition and treatment
Haven,Fair. Long waits and a mistake with booking an appointment,7/9/2017,3,"Having always to wait for more than 20 minutes when I have an appointment.  With a new born baby needing feeding I time things to fit in with that.  The screen used to tell us what the time delay is for appointments, but since having a new screen it does not tell you. Just checked with reception about how long the delay is and I was told that the person I'm seeing is off sick and the screen had allowed me to book when it should not have allowed me to book when it should not have done so"
Haven,Fantastic staff always helpful,4/4/2022,5,Following the closure of my last surgery and having been a patient there for over 30 years I was sad to have choose another surgery and registered with Haven health surgery and can honestly say that all contact has been a very positive experience with helpful pleasant staff who support me to manage my heath conditions
Haven,Fast referral & medication management,5/29/2021,5,"My daughter had been unwell; I phoned the surgery and a doctor called back within the hour. She listened, asked very thorough questions and then advised I took my daughter straight to hospital. 

A letter for the hospital was ready for me to collect immediately, we arrived at the hospital and stayed for 8 days! I would like to say thank you so much to the doctor who I spoke to, I cannot remember her name but believe her to be a locum. We now have an onward treatment plan for my daughter thanks to the Dr's knowledge. 

The receptionists have also been so helpful with appointments, results and medication. I truly am grateful to have such an efficient, supportive and caring practice."
Haven,Flu jab given,12/22/2020,5,The procedures in place were effective.
Haven,Friendly and efficient,10/5/2023,4,I have used the online Ask my GP and it seemed to work well and the response from the surgery was pretty good. I have also had a good referral from the surgery. I find the staff to be friendly and efficient.
Haven,Getting through difficult,2/19/2019,4,"The surgery is relatively easy to access when I need a routine appointment. I do not call them until later in the day for that, so you get through fine.  However, it is very different getting through at 8am, and I understand things are busy in the morning, but that is the time you are told to call, so I would hope that more staff can be answering the phone.  It can be stressful as I have a baby and so its difficult when you are hitting redial a lot or waiting in the queue for ages.  However, I do not know the answer."
Haven,Good,10/16/2017,5,Haven health is a very caring and diabetes aware GP practice.  Their recent change of IT system to align with partner practices has reduced the functionality available to me
Haven,Good,7/9/2017,4,I have had to go to the hospital after 3 pm for an appointment.  The service was fine but it felt strange.  It is something I didn't know about so found it an unusual thing.  But now I know 'why' I will be better mentally prepared if I have to do that again
Haven,Good,7/9/2017,4,This surgery has always met my needs. Nothing is ever perfect; that is impossible in this day and age.  I only see a GP when I absolutely need to and wish others would do the same then perhaps there would be less stress
Haven,Good,10/4/2017,4,Overall very good service
Haven,Good,2/3/2017,4,"There is one member of staff, a receptionist, who is quite rude most of the time.  My daughteris very reluctant to phone for an appointment.  I have to do it for her. this should not be.  Rest of staff are very nice"
Haven,Good,7/3/2019,4,Good care if I can see my own dr. Good care from my practice nurse. Up to 3 weeks to get an appointment
Haven,Good and can get appointment when needed,10/4/2017,4,A good local practice that I do not currently use very much; but when I need an appointment I usually get one
Haven,Good and usually get appointments when needed,10/4/2017,4,"Generally very good, as I get appointments when needed"
Haven,Good but appointments rarely run on time,7/9/2017,4,Front desk staff are variable; it just depends who is on duty. My appointments rarely run on time either.  It would be good if there was a notice to say how late the appointments are running
Haven,Good but appointments run late,10/4/2017,4,Often running late. 25 minutes today
Haven,Good but hard getting a 'phone appointment.,7/9/2017,4,If I need an appointment I have taken to turning up at the door at 8 am instead of telephoning in as it is just too stressful trying to get through.  Most of the staff are lovely but I do find this can vary.
Haven,Good but long waiting times,7/9/2017,4,Not always running on time.  I've waited 40 minutes today which at 10.0 I find unacceptable.  I wish there were later clinics for workers.  I did not know about GP+ appointments and would ask for one in the future
Haven,Good but long waiting times,10/4/2017,4,Sitting past my appointment for 40 minutes already
Haven,Good but near impossible to get 'on the day' appointments,7/9/2017,4,On the day appointments are near on impossible to get.  Advanced appointments stil don't run on time unless you are seeing a nurse.
Haven,Good but no afternoon appointments is not welcome,10/4/2017,4,"Horrified to hear that from  pm no appointments at my practice are available and that this gradually moving forward to 1 pm!  What are staff going to be doing from 1 pm. every day?  I will be looking into morning surgeries,  I need continuity of care."
Haven,Good but online registration was challenging,7/9/2017,4,Recently having to register online was challenging to navigate as I am not very computer literate
Haven,Good but rarely use it,10/4/2017,4,A good surgery that I rarely use.  I did not know about the collaboration as I barely come here but it hasn't yet affected me.  If I was in Walton I would be grateful for it
Haven,Good but service does run late at times,10/4/2017,4,"I like it that the GP comes out to get me and it's not the screen/beep system.  Much more personal this way.   Always liked the service, though it does run a bit late most of the time"
Haven,Good but surgeries always run late,7/9/2017,4,Running 50 minutes late today. It always runs late.  Feel anxious already so this does not help
Haven,Good but surgery needs a spruce up,7/9/2017,4,Surgery needs a bit of a spruce up
Haven,Good but waiting times are often long,7/9/2017,4,"I do not use the surgery very often,  My appointments rarely run on time.  I think they need to inform you how far behind they are so you can decide whether to stay or go,"
Haven,Good coordination,9/13/2018,5,Always had appointments when needed. They coordinate my blood test on site to link up with seeing the GP 10 days afterwards.  Very good and convenient service
Haven,Good for all the family,10/2/2020,4,Managed to get appointment today by ringing in this morning.  I do find it a very good surgery as we do get seen across the family when we need to.
Haven,Good service,2/25/2019,4,I have found this is a good service since I moved to this area 6 months ago.  Can sometimes run behind at appointments.
Haven,Good. I like my GP but there is another who has a poor attitude,7/9/2017,4,"I really like my female GP but dislike the the attitude of another GP whose bedside manner is not great.  I would not open up to him about much, which is not an ideal situation"
Haven,Good. Staff are lovely.,7/9/2017,4,Depends on individual GP whether I get a good explanation.  Staff are lovely and always amenable. I never see the same GP but I do not mind.  I moved from Howard House as I did not like their appointments system
Haven,Good. Supportive GP,7/9/2017,4,"Really good support from the GP, especially around mental health as it's about 6 month wait to access the wellbeing service. So having an understanding GP with a listening ear has been great"
Haven,Good. Usually get to see my own GP,10/4/2017,4,I like this surgery and get to see my own GP most of the time.  Appointments do run a bit late most of the time
Haven,Got appointment,1/11/2019,4,"Got appointment today after being 10th in the queue, so wss pleased and so get to see my GP. Do however feel that I am being palmed off. Asked to go swimming, but cannot cannot due to hyper mobility issues. Medication is not agreeing with me, so I am here to hopefully sort that"
Haven,Got nowhere on internet,6/24/2022,2,"Was told to use the internet after two phone calls waiting in the queue and getting nowhere. I can use the internet, but it got me nowhere still. A friend ended up ringing on my behalf as I was frustrated and I did see a nurse in the end, it just took a long time to sort this out which is frustrating."
Haven,Great service,2/25/2019,5,I find getting and appointment easy and all the staff are caring and helpful.  Been here many years and it has been consistently good for me and my family.
Haven,"Great service, shame about the mess outside.",5/28/2021,5,"In these times when we are trying to keep Felixstowe litter free, it would be nice to see some effort made outside the surgery. I understand you are near a school and supermarket, and we have coastal winds, but please, just daily clear the litter."
Haven,Haven Health,1/11/2019,5,Access has gotten harder but always treated me very well. I have seen nurses and GPs and they are lovely. Reception staff are also excellent. My main issue here is patient confidentiality at the front desk. You are very exposed and distance between front door and desk makes queuing difficult.
Haven,Helpful sorting my meds,8/11/2021,5,"I came in today as been having issues around my prescription and that of my partners too. The staff sorted everything out quickly, gave me all the information I needed. The paperwork though, may take a month to sort out apparently."
Haven,Hit and miss,7/13/2020,3,One of the receptionists is so miserable and you really feel that you just shouldn’t bother. All the nurses are great as is my doctor. Getting an appointment seems harder than a year ago though
Haven,I am seen regularly,10/2/2020,5,"I am always see me when I need it as an older person with numerous conditions, and come in every couple of weeks for blood tests, which I access easily as booked ahead of time.
They also sorted out my medication when the hospital made a mistake.  I have dossett boxes and was told to only have the tablets allocated in the boxes. 2 weeks on from this I had progressive issues with my legs blowing up and when I got to see my GP we realised that my 'water' tablet was not in the dossett boxes but in a separate bag on its own.  We did get it sorted from that moment thanks to getting to see the GP on that occasion."
Haven,I miss not having regular dr who knows about,8/21/2020,3,I phoned to tell the surgery change of address and was told to go entrance and fill form in .I dont live near surgery and do shift work dont drive so its easier over the phone .
Haven,Lovely team,10/2/2020,5,"I have been here a number of years and I find the majority of the team here very helpful and show good care.  I tend to come in first thing on the day I wish to see someone and depending on who you get on reception initially, your welcome can vary. After that though you tend to see the right medical person, and only once have I been asked to try the Pharmacy first, which I went to, and they said that I needed to see the GP for it, which was frustrating."
Haven,Lucky to have this service,2/19/2019,5,"This is the best Doctors surgery I have been to.  I think that I am so lucky to have such a good service.  Kind staff, caring clinical staff and feel confident that they know what they are doing.  Access has been fine for me."
Haven,Miserable receptionist,10/2/2020,3,"One particular receptionist each time I see her either at the desk or talks to me on telephone I find her just rude and miserable looking.  I called for appointment a couple of Tuesdays ago and got told I could go to the hospital on Saturday.  I decided to not take that appointment, so after queueing up this morning I am here for same issue and seeing a Nurse, which is fine.  But she is sitting there, still not cracking a smile."
Haven,More difficult to get appointments,4/2/2020,4,"We are finding it more difficult to get appointments.  First appointment available today was 11am, when we got through at 8.15 am.  We do onder how the system overall works.  Are there some pre-booked ones that GP's are seeing first thing? - CDO explained the doctors call back people and manage their own patient appointments that day.  There may be a percentage of appointments allocated to 'pre-booked', but the patient should enquire from the practice for details if at all concerned how the allocation works."
Haven,Moved from The Grove,9/13/2018,5,"We moved to this surgery from The Grove as we could barely ever get an appointment. Here we get one when we need one, and we find the reception staff excellent.  They seem to take their time with you. Never brusk like some can be in other places we have been, and they are so busy, so it is appreciated all the more."
Haven,My daughters in unnecessary pain for months,3/29/2021,1,My toddlers been constipated for several months and have been given medication for it but never any follow ups. Shes ran out of one of the medicines but osnt being given anymore and we had a trip to a&e today because shes in so much pain. A doctor at the hospital said she needs a stronger medicine and our gp is useless. Lost all faith in gps
Haven,Need help with AskMyGP,9/9/2022,4,I tried using AskMyGP but I am having issues with it. Reception say I am on it but I cannot get in. (CDO helped with navigating it and it turned out that you have to register even when reception may have put something in for you before). I feel they need to be aware of this as they told me I was on the system.
Haven,Need to come out to get me,9/9/2022,3,"When I initially contacted the surgery in the early days of AskMyGP, the receptionist got stroppy with me about using it. I stated that I could barely see so it does not work for everyone. No apology! They did sort it out and had to fill it in on my behalf.
There does not seem to be a link up then to the clinician when I come in. I was told they would come out and get me, they did not and when my name came up on a screen that I cannot see, the Healthwatch person asked if my name was ....... and they then knew they had been called. I knew the general direction I had to go in. Should have something on my record to know this already really, so they can come out and get me."
Haven,No fault,2/19/2019,5,"I honestly cannot fault the service I have had here.  Staff are good and kind.  Yes it takes a while to get through on the telephone, but that is normal and to be expected when demand is high, which it will be in the morning.  Perhaps they could say to people who wish to book routine appointments to call later in the morning, which will help ease up the lines first thing."
Haven,No information. Felt stranded,10/11/2017,5,"This surgery on all counts so far has been excellent. However, when we received the diagnosis of Vascular Dementia after a brain scan the specialist was not very helpful making a joke of making sure i 'never disagree with my partner'. We then saw our GP but no information was given. We found the Sue Ryder 'Dementia together' service ourselves. Being told that the GP should have given us that information was surprising. Since going there they have been very supportive and just what we need. thankfully we found them or we would have felt stranded."
Haven,No problems,9/13/2018,4,"I do not have any problems with this surgery. Today my appointment is 30 minutes late, but I have plenty of time and so it does not bother me."
Haven,Not very happy,1/11/2019,3,"Not very happy right now as I called the surgery last week around 12 noon. Told I'd get a callback and it did not happen, so at the end of the surgery I walked in and am told I'd had a callback around 10am. Which is not true as I hadn't rung in until noon! I then asked if an appointment could be made and was told they cannot do that. However, whilst in someone else was able to make an appointment for another day so it can be done. They are taking my issue seriously as I have an appointment to see the practice manager."
Haven,Overall very happy,9/13/2018,5,I am very happy with this surgery. I can get an appointment when I need on quite easily. The staff are always polite and caring
Haven,"Phone consults that dont happen,",9/18/2020,1,"consult booked but calls never came, asthma review with nurse at surgery cancelled by surgery 45mins before appointment,  told will get call next day from someone else less experienced instead, not good enough"
Haven,Phone hung up when NO1 in queue,2/19/2019,4,Being able to make an appointment is very difficult and often when ringing at 8 am the 'phone is put down when you have waited in the line and finally got to NO1 in the queue.  Unable to book in advance and are told to ring again the next day.
Haven,Poor,5/2/2016,1,The doctor didn't examine my shoulder where I was in discomfort  so I wasn't told what it was.  I have now to make an appointment with a nurse so I know what's the matter.  Staff were really nasty to me and upset me
Haven,poor attitude,3/25/2022,2,"receptionist refusing to take telephone call appointment insisting to use askmygp, which I said I was unable to. I insisted on call from doctor. When GP finally called didn't offer to see me, just telephone consultation, even though an ear issue with history but still didn't want to see me."
Haven,Poor. Cannot get same day appointment and waited for help when feeling very ill.,1/8/2017,1,Just cannot get a GP on the same day. I had a call 5 hours later & I felt I was having symptoms of a stroke!
Haven,Poor. Surgery unclean hard to get appointment on the day,7/9/2017,2,Surgery looks like it needs a deep clean.  Once had a telephone appointment with a GP. who was unfamiliar with something new that was wrong.  I was prescribed over the telephone for something I felt needed a face to face consultation.  Getting an appointment on the day is difficult with own GP.  However an advanced one does work
Haven,Queuing on phone often too long,8/20/2020,4,"Doctors,Nurses and Receptionists Excellent. Same day walk in service for any doctor or nurse essential.Same day appointment for specific doctor or nurse essential. Advanced appointment system for any time up yo 1 year important."
Haven,Quick & efficient with prompt call back!,1/11/2020,5,"Great online symptom checker, quick call back from doctor and prescription sent to local pharmacy...excellent!"
Haven,Rarely use,2/25/2019,3,"Just based on today - access to this appointment was, I felt more difficult to obtain than I expected, however I got one, so I am pleased.
Very rarely use (luckily) - only 1st proper appointment since moving here 3 years ago so unable to comment further."
Haven,Really excellent surgery,9/13/2018,5,"Many appointment options here. I have had advanced ones, 'on the day' ones and so it is good to have that choice. Some places do not offer that.  It has also been good when I have had the GP call me back, when I was unsure about something"
Haven,Reception could be friendly more,12/17/2020,5,"I went into this surgery to register as a new patient and I moved back to the area, I spoke with one person who was working as a reception who was very helpful and the other one came across very rude"
Haven,Registration access to online booking service,8/17/2020,1,Trying to get my wife registered with the online booking system. Link to download online booking form on https://www.havenhealth.nhs.uk/appointments/scheduling-appointment doesn't work.
Haven,Reliable and efficient,7/9/2017,5,I find the surgery very reliable and efficient
Haven,round in circles,8/17/2021,3,"Spoken over a few weeks to 3 seperate GP's. I have been asked to go to 3 different places for tests and 2 of them are complete, which have come back negative, but no follow up. I want to know 'so what next?' I do not feel listened to as my pain does not relate to my stomach and that is what they are focusing on. I just want to be listened to and for us to stop going round in circles, shoved from pillar to post, it is just wasting everyone's time."
Haven,Rude and unhelpful,10/18/2019,1,"Had a letter asking us to book an appointment for our 2 1/2 year old to have his flu vaccination. Phone up to book appointment after waiting on hold for 20 minutes call gets answered I explain why I’m calling and get put on hold while the receptionist goes to check something. Another receptionist picks up the call thinking I’m someone else (possibly data breach there!). Once she worked out I wasn’t the person she was talking to she said that she would help me, so I explained again why I called, this time I didn’t get to the end of my sentence before being told that we don’t have any of the vaccine and don’t know when we are going to get any. Why didn’t you look on our website before calling it’s all on there. She then hangs up on me. I’ve checked the website nothing on there about children’s flu vaccinations only 65+ and 18+. So our little boy, who has some health issues, can’t get a vaccination that we were sent a letter from the NHS telling us to book an appointment for as the vaccination is now available."
Haven,Satisfactory,1/11/2019,5,"Called today for child to get appointment for them. Cannot ask for much more than that. Do not use very much, but when we have, all very satisfactory."
Haven,Saved a hospital visit,8/11/2021,5,"They sent their paramedic out to me recently, as I had some concerning signs of potential sepsis.  As I was on medication for something else I had not thought of taking anything else but the paramedic sorted out the paracetamol to bring my temperature down. This prevented me ending up in hospital, of that I have no doubt, so I am very grateful for this serivce."
Haven,Staff all very competent friendly and efficie,4/20/2018,5,I have always received good care from the whole team I feel they all talk to each other and the team are well led by experienced doctors
Haven,Staff here excellent,1/11/2019,5,"Called today and was 12th in the queue, but not able to get an appointment. Things have been difficult with my mental health and staff here have been excellent."
